content_type,content_category,dates,sentiment,score
photo,soccer,"2021-02-25 00:00:00",neutral,35
photo,soccer,"2021-02-17 00:00:00",negative,10
photo,soccer,"2020-08-27 00:00:00",negative,10
photo,soccer,"2020-12-13 00:00:00",negative,10
audio,"public speaking","2021-03-28 00:00:00",positive,45
audio,"public speaking","2021-04-15 00:00:00",positive,45
audio,"public speaking","2020-12-27 00:00:00",positive,45
audio,"public speaking","2020-11-02 00:00:00",positive,45
audio,travel,"2020-07-13 00:00:00",negative,5
audio,travel,"2020-12-07 00:00:00",positive,70
audio,travel,"2021-05-18 00:00:00",positive,70
audio,travel,"2021-02-14 00:00:00",positive,70
video,"public speaking","2020-08-13 00:00:00",neutral,20
video,"public speaking","2020-08-26 00:00:00",neutral,20
video,"public speaking","2020-07-16 00:00:00",neutral,20
video,"public speaking","2021-05-03 00:00:00",neutral,20
video,"public speaking","2021-02-13 00:00:00",neutral,20
photo,technology,"2020-09-05 00:00:00",neutral,35
photo,technology,"2021-01-25 00:00:00",neutral,35
GIF,fitness,"2020-12-15 00:00:00",negative,10
photo,studying,"2021-03-10 00:00:00",positive,70
photo,studying,"2021-06-05 00:00:00",positive,70
video,soccer,"2021-06-08 00:00:00",positive,72
video,soccer,"2020-08-21 00:00:00",negative,5
video,food,"2021-03-18 00:00:00",positive,65
video,food,"2020-07-31 00:00:00",positive,65
video,food,"2020-07-07 00:00:00",positive,45
video,food,"2021-02-27 00:00:00",positive,70
GIF,veganism,"2021-01-19 00:00:00",positive,75
GIF,"healthy eating","2020-11-02 00:00:00",negative,10
GIF,"healthy eating","2021-04-14 00:00:00",positive,50
GIF,"healthy eating","2021-02-25 00:00:00",positive,75
GIF,"healthy eating","2021-05-07 00:00:00",positive,30
photo,cooking,"2021-04-22 00:00:00",positive,50
GIF,travel,"2020-10-01 00:00:00",positive,72
photo,science,"2020-10-26 00:00:00",negative,15
GIF,tennis,"2021-06-05 00:00:00",neutral,20
GIF,tennis,"2020-09-10 00:00:00",neutral,20
audio,food,"2021-01-23 00:00:00",positive,70
audio,food,"2021-05-24 00:00:00",positive,65
audio,food,"2020-08-28 00:00:00",positive,70
audio,food,"2020-10-13 00:00:00",positive,65
audio,food,"2020-11-20 00:00:00",positive,65
photo,science,"2021-05-27 00:00:00",positive,70
photo,science,"2021-03-12 00:00:00",positive,70
GIF,culture,"2021-06-05 00:00:00",negative,12
GIF,culture,"2021-01-11 00:00:00",positive,72
GIF,culture,"2020-09-12 00:00:00",neutral,35
GIF,culture,"2020-08-03 00:00:00",neutral,35
GIF,culture,"2021-01-22 00:00:00",positive,72
GIF,culture,"2020-12-29 00:00:00",negative,15
GIF,Food,"2020-12-08 00:00:00",negative,0
GIF,Food,"2021-03-31 00:00:00",negative,0
audio,dogs,"2021-04-18 00:00:00",positive,75
audio,dogs,"2021-01-03 00:00:00",neutral,35
audio,dogs,"2020-11-25 00:00:00",negative,0
audio,dogs,"2021-03-27 00:00:00",negative,0
audio,dogs,"2020-12-15 00:00:00",negative,0
audio,dogs,"2021-02-22 00:00:00",neutral,35
audio,dogs,"2021-03-08 00:00:00",negative,0
video,cooking,"2021-06-17 00:00:00",positive,70
video,cooking,"2021-02-13 00:00:00",negative,0
video,cooking,"2020-11-19 00:00:00",negative,10
video,cooking,"2020-08-24 00:00:00",positive,70
video,cooking,"2020-12-03 00:00:00",negative,0
video,cooking,"2020-07-30 00:00:00",negative,0
video,cooking,"2021-06-14 00:00:00",positive,30
video,cooking,"2021-02-26 00:00:00",negative,15
video,cooking,"2021-04-01 00:00:00",negative,15
video,cooking,"2020-09-23 00:00:00",positive,30
video,cooking,"2020-07-31 00:00:00",positive,30
video,cooking,"2020-07-01 00:00:00",negative,0
video,cooking,"2020-10-05 00:00:00",negative,0
video,cooking,"2020-12-08 00:00:00",positive,70
video,cooking,"2021-05-28 00:00:00",negative,15
audio,"healthy eating","2020-12-20 00:00:00",positive,70
audio,"healthy eating","2021-01-18 00:00:00",positive,70
audio,"healthy eating","2021-06-06 00:00:00",positive,70
video,dogs,"2021-01-12 00:00:00",negative,15
video,dogs,"2020-09-03 00:00:00",positive,72
video,dogs,"2021-04-25 00:00:00",negative,15
video,dogs,"2021-06-04 00:00:00",negative,15
video,dogs,"2021-04-14 00:00:00",neutral,35
photo,education,"2020-08-03 00:00:00",positive,70
photo,education,"2021-06-17 00:00:00",positive,70
photo,education,"2021-05-17 00:00:00",positive,70
photo,education,"2021-03-21 00:00:00",positive,70
photo,education,"2020-10-30 00:00:00",positive,70
photo,education,"2020-12-22 00:00:00",positive,70
photo,education,"2020-10-10 00:00:00",positive,60
GIF,fitness,"2021-03-29 00:00:00",negative,15
GIF,fitness,"2021-01-16 00:00:00",negative,12
GIF,fitness,"2021-05-16 00:00:00",negative,12
GIF,fitness,"2020-07-08 00:00:00",negative,15
GIF,fitness,"2021-02-11 00:00:00",negative,12
video,soccer,"2021-01-20 00:00:00",neutral,35
video,soccer,"2020-09-21 00:00:00",neutral,35
video,culture,"2021-01-06 00:00:00",positive,70
video,culture,"2020-07-04 00:00:00",positive,70
audio,animals,"2020-09-20 00:00:00",positive,45
audio,animals,"2020-12-06 00:00:00",positive,45
audio,animals,"2020-09-12 00:00:00",positive,65
photo,science,"2021-04-24 00:00:00",negative,5
photo,science,"2021-03-20 00:00:00",negative,5
photo,science,"2021-06-16 00:00:00",positive,72
photo,science,"2021-06-16 00:00:00",negative,5
photo,science,"2021-03-18 00:00:00",positive,72
GIF,studying,"2021-03-09 00:00:00",negative,15
GIF,studying,"2020-12-28 00:00:00",negative,12
GIF,studying,"2020-10-25 00:00:00",negative,15
GIF,studying,"2020-07-12 00:00:00",positive,60
GIF,studying,"2020-12-27 00:00:00",negative,15
GIF,studying,"2020-09-24 00:00:00",negative,12
photo,dogs,"2020-07-27 00:00:00",negative,10
photo,dogs,"2020-07-26 00:00:00",positive,50
photo,dogs,"2021-02-12 00:00:00",positive,50
photo,dogs,"2020-07-18 00:00:00",negative,10
photo,dogs,"2020-11-06 00:00:00",negative,12
photo,dogs,"2021-04-23 00:00:00",positive,50
photo,dogs,"2020-07-21 00:00:00",negative,15
photo,dogs,"2021-04-12 00:00:00",negative,15
photo,dogs,"2020-08-10 00:00:00",positive,50
audio,"healthy eating","2021-05-03 00:00:00",positive,45
audio,"healthy eating","2020-09-01 00:00:00",positive,30
audio,"healthy eating","2020-10-31 00:00:00",positive,70
audio,"healthy eating","2020-09-05 00:00:00",positive,45
audio,"healthy eating","2021-06-01 00:00:00",positive,45
audio,"healthy eating","2020-09-09 00:00:00",positive,70
audio,"healthy eating","2021-06-03 00:00:00",positive,30
audio,"healthy eating","2021-04-17 00:00:00",negative,15
audio,"healthy eating","2020-08-03 00:00:00",positive,45
video,culture,"2021-05-02 00:00:00",positive,70
video,culture,"2020-12-16 00:00:00",positive,70
video,culture,"2020-08-07 00:00:00",positive,60
video,culture,"2020-08-02 00:00:00",positive,70
video,culture,"2020-09-13 00:00:00",neutral,20
video,culture,"2020-09-16 00:00:00",neutral,20
video,culture,"2020-06-22 00:00:00",positive,70
photo,education,"2021-03-08 00:00:00",negative,15
photo,education,"2020-10-04 00:00:00",negative,15
audio,tennis,"2020-12-18 00:00:00",neutral,20
audio,tennis,"2020-07-13 00:00:00",neutral,20
photo,cooking,"2021-05-11 00:00:00",negative,12
photo,cooking,"2020-12-08 00:00:00",positive,75
photo,cooking,"2020-10-18 00:00:00",negative,12
photo,cooking,"2021-03-31 00:00:00",positive,75
photo,cooking,"2020-08-05 00:00:00",negative,12
photo,cooking,"2021-02-26 00:00:00",positive,75
photo,cooking,"2020-11-07 00:00:00",positive,75
GIF,science,"2021-02-26 00:00:00",positive,45
GIF,science,"2020-08-27 00:00:00",negative,5
GIF,science,"2020-10-07 00:00:00",positive,45
GIF,science,"2021-02-26 00:00:00",negative,5
audio,travel,"2021-02-14 00:00:00",positive,65
GIF,studying,"2020-08-17 00:00:00",neutral,35
GIF,studying,"2020-08-09 00:00:00",positive,50
GIF,studying,"2021-03-05 00:00:00",positive,50
GIF,studying,"2020-09-18 00:00:00",positive,70
GIF,studying,"2021-03-06 00:00:00",neutral,35
GIF,studying,"2020-09-05 00:00:00",neutral,35
GIF,studying,"2021-03-16 00:00:00",positive,50
GIF,studying,"2020-12-03 00:00:00",neutral,35
video,veganism,"2020-07-05 00:00:00",neutral,20
video,veganism,"2021-02-19 00:00:00",negative,5
video,veganism,"2020-12-25 00:00:00",negative,0
video,veganism,"2020-07-30 00:00:00",positive,70
video,veganism,"2020-12-09 00:00:00",negative,5
video,veganism,"2021-04-10 00:00:00",negative,5
video,veganism,"2021-05-01 00:00:00",negative,5
video,veganism,"2021-06-09 00:00:00",positive,70
video,veganism,"2020-12-08 00:00:00",negative,0
video,veganism,"2021-04-17 00:00:00",neutral,20
video,veganism,"2020-09-16 00:00:00",negative,0
video,veganism,"2020-09-04 00:00:00",negative,5
video,travel,"2020-12-14 00:00:00",positive,45
photo,tennis,"2020-11-24 00:00:00",positive,70
photo,tennis,"2020-09-14 00:00:00",positive,45
photo,tennis,"2020-12-30 00:00:00",positive,75
photo,tennis,"2021-01-04 00:00:00",positive,70
photo,tennis,"2021-05-28 00:00:00",positive,45
photo,tennis,"2021-02-18 00:00:00",positive,70
photo,tennis,"2021-01-04 00:00:00",positive,72
photo,tennis,"2021-04-07 00:00:00",positive,75
photo,tennis,"2020-09-24 00:00:00",positive,70
photo,tennis,"2020-11-04 00:00:00",positive,75
photo,soccer,"2020-12-27 00:00:00",neutral,20
photo,soccer,"2020-09-16 00:00:00",neutral,20
photo,soccer,"2020-11-07 00:00:00",negative,12
GIF,soccer,"2020-12-24 00:00:00",negative,5
GIF,soccer,"2020-08-18 00:00:00",negative,15
GIF,soccer,"2020-11-04 00:00:00",negative,15
GIF,soccer,"2021-04-13 00:00:00",negative,5
GIF,soccer,"2021-04-17 00:00:00",negative,15
GIF,soccer,"2020-09-30 00:00:00",negative,5
photo,"Public Speaking","2020-12-20 00:00:00",positive,75
photo,"Public Speaking","2020-09-23 00:00:00",positive,72
photo,"Public Speaking","2021-05-23 00:00:00",positive,72
photo,"Public Speaking","2021-05-05 00:00:00",positive,50
photo,"Public Speaking","2020-10-09 00:00:00",positive,72
photo,"Public Speaking","2021-03-19 00:00:00",positive,50
photo,education,"2021-04-25 00:00:00",positive,60
photo,education,"2020-09-06 00:00:00",negative,15
photo,education,"2021-03-13 00:00:00",negative,15
photo,education,"2021-03-31 00:00:00",negative,15
photo,education,"2021-05-24 00:00:00",negative,15
video,science,"2021-01-23 00:00:00",positive,65
video,science,"2020-10-04 00:00:00",positive,65
video,science,"2020-12-16 00:00:00",positive,50
video,science,"2021-05-25 00:00:00",positive,50
photo,fitness,"2021-04-01 00:00:00",positive,65
GIF,culture,"2021-05-21 00:00:00",negative,12
GIF,culture,"2020-09-20 00:00:00",negative,12
GIF,culture,"2021-01-31 00:00:00",negative,12
GIF,culture,"2020-07-01 00:00:00",negative,12
GIF,culture,"2021-05-18 00:00:00",negative,12
GIF,culture,"2020-08-02 00:00:00",negative,15
GIF,culture,"2020-10-23 00:00:00",negative,15
GIF,culture,"2020-08-07 00:00:00",negative,15
audio,science,"2020-11-22 00:00:00",negative,0
audio,science,"2020-09-11 00:00:00",positive,45
audio,science,"2020-11-12 00:00:00",negative,0
video,food,"2021-06-16 00:00:00",positive,65
audio,"healthy eating","2021-03-14 00:00:00",negative,15
audio,"healthy eating","2021-05-19 00:00:00",positive,50
audio,"healthy eating","2020-09-12 00:00:00",negative,15
audio,"healthy eating","2021-03-08 00:00:00",negative,15
audio,"healthy eating","2020-12-06 00:00:00",positive,50
audio,"healthy eating","2020-10-30 00:00:00",positive,50
audio,"healthy eating","2020-06-21 00:00:00",negative,15
audio,"healthy eating","2020-12-23 00:00:00",positive,70
audio,"healthy eating","2021-05-29 00:00:00",negative,5
audio,"healthy eating","2020-11-20 00:00:00",positive,70
audio,"healthy eating","2020-07-21 00:00:00",negative,15
audio,"healthy eating","2020-09-27 00:00:00",negative,0
audio,"healthy eating","2020-06-19 00:00:00",positive,75
audio,"healthy eating","2020-11-05 00:00:00",positive,70
audio,"healthy eating","2020-10-15 00:00:00",positive,70
audio,"healthy eating","2020-12-13 00:00:00",positive,75
audio,"healthy eating","2020-10-16 00:00:00",positive,75
audio,"healthy eating","2021-03-28 00:00:00",positive,75
audio,"healthy eating","2021-01-26 00:00:00",negative,15
audio,"healthy eating","2020-10-15 00:00:00",negative,15
GIF,food,"2021-05-22 00:00:00",negative,5
GIF,food,"2020-08-02 00:00:00",neutral,20
GIF,food,"2021-02-20 00:00:00",positive,70
GIF,food,"2021-03-22 00:00:00",positive,70
GIF,food,"2021-01-16 00:00:00",positive,72
GIF,food,"2020-10-29 00:00:00",positive,72
GIF,food,"2020-10-20 00:00:00",negative,5
video,science,"2020-07-29 00:00:00",positive,70
video,science,"2020-09-06 00:00:00",negative,12
video,science,"2020-09-16 00:00:00",positive,72
video,science,"2020-08-10 00:00:00",positive,72
video,fitness,"2020-12-11 00:00:00",positive,70
video,fitness,"2021-05-18 00:00:00",positive,70
video,food,"2021-03-16 00:00:00",negative,12
video,food,"2020-11-24 00:00:00",negative,12
video,food,"2021-03-12 00:00:00",negative,5
video,food,"2021-02-15 00:00:00",negative,5
video,food,"2020-09-22 00:00:00",negative,12
video,food,"2020-09-24 00:00:00",negative,5
GIF,animals,"2020-09-22 00:00:00",positive,45
video,technology,"2021-02-04 00:00:00",positive,30
video,technology,"2020-08-17 00:00:00",positive,45
GIF,studying,"2021-03-23 00:00:00",positive,72
GIF,studying,"2021-04-05 00:00:00",positive,72
GIF,studying,"2020-12-05 00:00:00",positive,72
GIF,studying,"2020-11-12 00:00:00",positive,72
photo,dogs,"2020-09-10 00:00:00",negative,10
photo,veganism,"2020-12-13 00:00:00",neutral,35
GIF,animals,"2020-11-12 00:00:00",positive,75
GIF,animals,"2020-07-28 00:00:00",negative,12
GIF,animals,"2020-10-14 00:00:00",positive,75
GIF,animals,"2020-10-31 00:00:00",negative,12
GIF,animals,"2021-02-03 00:00:00",negative,15
GIF,animals,"2021-01-07 00:00:00",negative,10
GIF,animals,"2020-08-02 00:00:00",positive,75
GIF,animals,"2021-05-11 00:00:00",negative,12
audio,"healthy eating","2021-02-17 00:00:00",positive,70
audio,"healthy eating","2021-03-05 00:00:00",positive,70
audio,"healthy eating","2021-02-04 00:00:00",negative,12
audio,"healthy eating","2020-08-01 00:00:00",positive,70
GIF,culture,"2021-06-17 00:00:00",positive,75
GIF,culture,"2021-02-05 00:00:00",positive,75
GIF,culture,"2020-09-19 00:00:00",negative,12
GIF,culture,"2021-03-03 00:00:00",negative,12
GIF,culture,"2020-11-12 00:00:00",negative,12
GIF,culture,"2020-11-06 00:00:00",positive,72
GIF,culture,"2020-08-25 00:00:00",positive,75
GIF,culture,"2021-04-05 00:00:00",negative,12
GIF,culture,"2020-11-01 00:00:00",positive,72
GIF,culture,"2021-06-02 00:00:00",positive,75
GIF,culture,"2020-10-05 00:00:00",negative,12
GIF,culture,"2020-07-11 00:00:00",positive,72
GIF,culture,"2021-04-21 00:00:00",positive,72
GIF,culture,"2020-12-20 00:00:00",positive,75
video,dogs,"2020-08-26 00:00:00",negative,0
photo,technology,"2020-06-22 00:00:00",positive,30
photo,technology,"2021-01-24 00:00:00",positive,30
video,studying,"2020-12-20 00:00:00",negative,15
video,studying,"2020-07-25 00:00:00",negative,15
video,studying,"2021-03-30 00:00:00",neutral,35
video,studying,"2021-03-07 00:00:00",negative,15
video,studying,"2020-07-19 00:00:00",positive,65
audio,cooking,"2020-07-03 00:00:00",positive,70
audio,cooking,"2020-10-09 00:00:00",positive,45
audio,cooking,"2020-07-11 00:00:00",negative,5
audio,cooking,"2020-07-03 00:00:00",positive,45
audio,cooking,"2020-10-11 00:00:00",positive,70
audio,cooking,"2021-05-21 00:00:00",positive,45
video,Science,"2021-03-08 00:00:00",neutral,20
video,Science,"2020-08-01 00:00:00",neutral,20
video,Science,"2020-09-21 00:00:00",negative,15
video,Science,"2020-12-30 00:00:00",negative,15
video,tennis,"2021-02-15 00:00:00",negative,12
video,tennis,"2020-08-20 00:00:00",positive,60
photo,culture,"2021-06-09 00:00:00",negative,0
photo,culture,"2020-09-16 00:00:00",positive,45
photo,culture,"2020-07-30 00:00:00",negative,0
photo,culture,"2020-07-15 00:00:00",negative,0
photo,culture,"2020-12-10 00:00:00",negative,0
video,fitness,"2020-12-11 00:00:00",positive,70
video,fitness,"2020-09-13 00:00:00",positive,50
video,studying,"2020-12-15 00:00:00",negative,15
photo,animals,"2021-06-07 00:00:00",positive,65
photo,animals,"2020-08-27 00:00:00",positive,65
photo,animals,"2021-01-04 00:00:00",positive,65
photo,animals,"2021-05-13 00:00:00",positive,65
photo,animals,"2020-08-16 00:00:00",positive,65
photo,veganism,"2020-09-03 00:00:00",positive,30
photo,veganism,"2020-07-25 00:00:00",positive,75
photo,veganism,"2020-10-22 00:00:00",positive,75
photo,veganism,"2021-02-12 00:00:00",neutral,20
photo,veganism,"2021-05-16 00:00:00",positive,30
photo,veganism,"2020-07-30 00:00:00",neutral,20
photo,veganism,"2021-01-04 00:00:00",neutral,20
photo,veganism,"2020-07-08 00:00:00",positive,45
photo,veganism,"2021-06-11 00:00:00",neutral,20
photo,veganism,"2020-12-04 00:00:00",positive,45
photo,veganism,"2020-11-29 00:00:00",positive,45
photo,veganism,"2020-07-12 00:00:00",positive,45
photo,veganism,"2020-08-06 00:00:00",positive,45
photo,veganism,"2020-12-31 00:00:00",neutral,20
audio,education,"2020-06-25 00:00:00",negative,10
audio,education,"2021-02-26 00:00:00",negative,15
audio,education,"2021-04-09 00:00:00",negative,10
photo,science,"2020-12-23 00:00:00",positive,70
photo,science,"2021-05-13 00:00:00",positive,70
photo,science,"2020-10-30 00:00:00",positive,70
photo,science,"2020-09-30 00:00:00",negative,15
photo,science,"2020-09-14 00:00:00",negative,15
photo,science,"2020-11-18 00:00:00",positive,70
audio,veganism,"2020-12-24 00:00:00",neutral,20
audio,veganism,"2021-04-10 00:00:00",neutral,20
audio,veganism,"2020-10-15 00:00:00",neutral,20
audio,veganism,"2021-02-27 00:00:00",neutral,20
GIF,culture,"2021-06-02 00:00:00",negative,15
GIF,culture,"2021-03-20 00:00:00",negative,15
GIF,culture,"2021-01-19 00:00:00",negative,15
audio,technology,"2020-10-07 00:00:00",positive,30
audio,technology,"2021-02-16 00:00:00",positive,70
audio,technology,"2020-09-12 00:00:00",positive,30
audio,technology,"2021-01-04 00:00:00",positive,70
photo,Fitness,"2021-05-13 00:00:00",positive,75
photo,Fitness,"2021-02-11 00:00:00",neutral,35
photo,Fitness,"2021-01-18 00:00:00",neutral,35
photo,Fitness,"2020-06-27 00:00:00",neutral,35
photo,Fitness,"2021-05-17 00:00:00",neutral,35
photo,Fitness,"2021-02-12 00:00:00",neutral,35
photo,Fitness,"2021-04-30 00:00:00",positive,75
photo,Fitness,"2020-09-30 00:00:00",positive,75
photo,Fitness,"2020-07-19 00:00:00",positive,75
video,veganism,"2021-05-23 00:00:00",positive,72
video,veganism,"2021-05-28 00:00:00",neutral,20
GIF,fitness,"2021-06-10 00:00:00",positive,75
GIF,fitness,"2020-08-21 00:00:00",positive,75
video,education,"2020-10-09 00:00:00",positive,30
video,education,"2020-12-24 00:00:00",positive,30
video,education,"2020-08-11 00:00:00",positive,72
video,education,"2020-11-18 00:00:00",positive,72
video,education,"2021-04-20 00:00:00",negative,12
video,education,"2020-07-28 00:00:00",positive,72
video,education,"2021-01-30 00:00:00",positive,30
video,education,"2020-08-21 00:00:00",negative,12
video,education,"2021-03-08 00:00:00",positive,30
GIF,tennis,"2020-12-02 00:00:00",negative,5
GIF,tennis,"2020-10-31 00:00:00",negative,5
GIF,tennis,"2020-12-09 00:00:00",negative,5
GIF,tennis,"2020-11-15 00:00:00",positive,30
GIF,tennis,"2021-05-24 00:00:00",positive,30
GIF,tennis,"2021-01-30 00:00:00",negative,5
GIF,tennis,"2021-01-18 00:00:00",negative,10
GIF,tennis,"2020-07-04 00:00:00",negative,10
GIF,tennis,"2021-01-02 00:00:00",positive,30
video,science,"2021-06-09 00:00:00",positive,72
photo,animals,"2020-07-07 00:00:00",negative,0
photo,animals,"2021-02-13 00:00:00",negative,0
photo,animals,"2021-04-03 00:00:00",negative,0
photo,animals,"2020-09-28 00:00:00",negative,0
photo,animals,"2020-09-22 00:00:00",negative,0
video,dogs,"2020-09-10 00:00:00",positive,50
video,dogs,"2021-03-30 00:00:00",positive,50
video,dogs,"2020-09-11 00:00:00",negative,10
photo,veganism,"2020-07-01 00:00:00",positive,72
photo,veganism,"2020-12-31 00:00:00",neutral,20
video,tennis,"2020-11-08 00:00:00",positive,75
GIF,studying,"2020-07-16 00:00:00",positive,65
GIF,studying,"2020-09-06 00:00:00",positive,50
GIF,studying,"2021-03-29 00:00:00",positive,65
GIF,tennis,"2021-03-25 00:00:00",positive,70
GIF,tennis,"2021-03-14 00:00:00",positive,70
GIF,tennis,"2021-03-13 00:00:00",neutral,20
GIF,tennis,"2021-04-28 00:00:00",positive,70
GIF,tennis,"2020-08-28 00:00:00",positive,30
GIF,tennis,"2021-01-29 00:00:00",neutral,20
video,cooking,"2021-04-25 00:00:00",negative,12
video,food,"2020-10-15 00:00:00",positive,70
video,food,"2021-02-15 00:00:00",positive,70
video,technology,"2021-01-08 00:00:00",positive,70
video,technology,"2020-11-09 00:00:00",negative,12
video,technology,"2021-03-31 00:00:00",positive,70
video,technology,"2020-10-15 00:00:00",negative,12
video,technology,"2021-01-04 00:00:00",negative,12
video,technology,"2021-03-13 00:00:00",positive,70
video,technology,"2021-03-08 00:00:00",positive,70
video,technology,"2020-11-03 00:00:00",negative,12
video,technology,"2021-04-14 00:00:00",positive,70
video,technology,"2021-06-08 00:00:00",positive,70
photo,"healthy eating","2020-09-12 00:00:00",neutral,35
video,dogs,"2021-06-14 00:00:00",neutral,20
GIF,animals,"2020-12-15 00:00:00",neutral,20
audio,culture,"2020-07-13 00:00:00",neutral,20
video,dogs,"2021-01-27 00:00:00",neutral,35
video,dogs,"2021-01-31 00:00:00",negative,15
video,dogs,"2020-10-21 00:00:00",negative,15
video,dogs,"2020-12-27 00:00:00",positive,70
video,dogs,"2020-10-25 00:00:00",positive,70
video,dogs,"2020-10-24 00:00:00",neutral,35
video,dogs,"2021-02-14 00:00:00",neutral,35
video,dogs,"2020-09-13 00:00:00",neutral,35
video,soccer,"2020-09-25 00:00:00",neutral,35
audio,food,"2021-06-17 00:00:00",neutral,20
photo,soccer,"2020-07-14 00:00:00",positive,30
photo,soccer,"2021-02-26 00:00:00",positive,30
photo,soccer,"2021-04-21 00:00:00",positive,30
photo,soccer,"2020-07-30 00:00:00",positive,30
photo,soccer,"2020-09-30 00:00:00",neutral,20
photo,soccer,"2020-10-02 00:00:00",neutral,20
audio,fitness,"2020-10-28 00:00:00",negative,15
audio,fitness,"2021-03-09 00:00:00",negative,15
audio,fitness,"2021-04-20 00:00:00",negative,15
audio,fitness,"2021-05-24 00:00:00",negative,15
audio,fitness,"2020-09-29 00:00:00",neutral,35
audio,fitness,"2020-10-21 00:00:00",negative,15
audio,fitness,"2021-05-08 00:00:00",negative,15
audio,fitness,"2020-08-26 00:00:00",neutral,35
audio,fitness,"2020-09-12 00:00:00",neutral,35
audio,fitness,"2021-05-17 00:00:00",negative,0
audio,fitness,"2020-11-03 00:00:00",neutral,35
audio,fitness,"2020-10-13 00:00:00",negative,15
audio,fitness,"2020-09-30 00:00:00",negative,0
audio,fitness,"2021-03-18 00:00:00",neutral,35
audio,fitness,"2020-11-23 00:00:00",negative,15
audio,fitness,"2021-05-28 00:00:00",neutral,35
audio,fitness,"2020-08-21 00:00:00",negative,0
audio,fitness,"2020-07-28 00:00:00",negative,0
audio,fitness,"2020-08-29 00:00:00",negative,0
audio,Travel,"2020-07-12 00:00:00",positive,65
audio,veganism,"2021-04-07 00:00:00",positive,75
audio,veganism,"2020-06-23 00:00:00",positive,30
video,science,"2021-02-24 00:00:00",positive,45
video,travel,"2020-08-08 00:00:00",neutral,20
video,travel,"2020-11-26 00:00:00",positive,45
video,travel,"2020-08-17 00:00:00",positive,70
video,travel,"2020-08-29 00:00:00",positive,50
video,travel,"2020-07-29 00:00:00",positive,70
video,travel,"2021-01-15 00:00:00",positive,70
video,travel,"2021-05-19 00:00:00",neutral,35
video,travel,"2021-04-29 00:00:00",neutral,20
video,travel,"2021-05-28 00:00:00",positive,45
video,travel,"2020-07-03 00:00:00",neutral,35
video,travel,"2020-10-14 00:00:00",neutral,35
video,travel,"2021-06-17 00:00:00",positive,70
video,travel,"2021-01-18 00:00:00",positive,70
GIF,food,"2021-06-14 00:00:00",negative,5
GIF,food,"2021-04-18 00:00:00",positive,65
GIF,food,"2020-12-27 00:00:00",negative,5
GIF,food,"2020-09-26 00:00:00",positive,65
GIF,food,"2020-06-29 00:00:00",positive,65
GIF,food,"2021-06-04 00:00:00",positive,65
GIF,food,"2021-04-30 00:00:00",negative,5
GIF,food,"2021-04-26 00:00:00",negative,5
GIF,fitness,"2021-06-15 00:00:00",negative,10
GIF,fitness,"2021-02-16 00:00:00",negative,0
photo,science,"2021-03-30 00:00:00",negative,12
photo,science,"2021-02-16 00:00:00",negative,12
photo,science,"2021-01-06 00:00:00",negative,12
GIF,cooking,"2020-07-16 00:00:00",neutral,20
GIF,cooking,"2020-08-03 00:00:00",neutral,35
GIF,cooking,"2020-12-18 00:00:00",positive,70
audio,cooking,"2020-08-20 00:00:00",negative,5
audio,cooking,"2020-08-05 00:00:00",negative,5
audio,cooking,"2020-12-24 00:00:00",negative,0
audio,cooking,"2020-12-17 00:00:00",negative,10
audio,cooking,"2020-12-05 00:00:00",negative,0
audio,cooking,"2020-06-27 00:00:00",negative,12
audio,cooking,"2020-06-21 00:00:00",negative,0
video,"public speaking","2020-12-26 00:00:00",positive,45
video,"public speaking","2021-03-07 00:00:00",positive,70
video,"public speaking","2021-03-30 00:00:00",positive,45
audio,studying,"2020-11-14 00:00:00",negative,15
audio,studying,"2021-04-01 00:00:00",negative,15
audio,studying,"2021-02-25 00:00:00",negative,15
audio,"healthy eating","2021-03-08 00:00:00",positive,30
audio,"healthy eating","2020-10-09 00:00:00",negative,15
audio,"healthy eating","2020-12-24 00:00:00",negative,15
audio,science,"2020-12-26 00:00:00",negative,10
GIF,animals,"2020-11-06 00:00:00",positive,60
GIF,animals,"2021-03-01 00:00:00",positive,70
GIF,animals,"2021-06-14 00:00:00",positive,60
GIF,animals,"2021-04-02 00:00:00",positive,65
GIF,animals,"2020-10-20 00:00:00",positive,70
GIF,animals,"2020-11-09 00:00:00",positive,60
GIF,animals,"2021-04-26 00:00:00",positive,60
GIF,animals,"2020-11-09 00:00:00",positive,70
GIF,animals,"2021-05-01 00:00:00",positive,70
photo,travel,"2020-08-09 00:00:00",negative,5
photo,travel,"2021-02-24 00:00:00",negative,5
video,food,"2020-10-21 00:00:00",negative,0
video,food,"2021-05-28 00:00:00",positive,72
video,food,"2021-02-14 00:00:00",positive,72
GIF,soccer,"2021-06-13 00:00:00",positive,65
GIF,soccer,"2020-12-10 00:00:00",negative,10
GIF,soccer,"2021-01-13 00:00:00",positive,70
GIF,soccer,"2021-02-08 00:00:00",positive,70
GIF,soccer,"2020-10-28 00:00:00",positive,65
GIF,soccer,"2020-08-12 00:00:00",negative,10
GIF,dogs,"2020-08-19 00:00:00",positive,70
GIF,dogs,"2020-11-27 00:00:00",positive,70
video,tennis,"2021-01-26 00:00:00",positive,45
audio,food,"2021-03-04 00:00:00",positive,75
audio,food,"2021-02-13 00:00:00",positive,72
audio,food,"2020-06-23 00:00:00",positive,70
audio,food,"2020-07-08 00:00:00",positive,75
